from,to,unfinished,finished
C0117,C0116,12,13
C0117,C0117,1061,601
C0117,C0118,505,131
C0117,C0119,589,205
C0117,C0120,131,18
C0117,C0121,97,15
C0117,C0122,210,19
C0117,C0123,140,16
C0117,C0124,54,8
C0117,C0125,37,9
C0117,C0126,50,40
C0117,C0127,16,8
C0117,C0128,32,4
C0117,C0129,186,100
C0117,C0130,86,19
C0117,C0131,14,4
C0117,C0132,90,28
C0117,C0133,129,81
C0117,C0134,244,77
C0117,C0135,162,171
C0117,C0136,16,7
C0117,C0137,141,117
C0117,C0138,52,41
C0117,C0139,326,58
C0117,C0140,89,21
C0117,C0141,41,12
C0117,C0142,50,14
C0117,C0143,134,41
C0117,C0144,222,89
C0117,C0145,92,30
C0117,C0146,121,38
C0118,C0001,2200,951
C0118,C0002,17,5
C0118,C0003,39,22
C0118,C0004,88,54
C0118,C0005,200,28
C0118,C0006,96,54
C0118,C0007,154,108
C0118,C0008,646,178
C0118,C0009,179,89
C0118,C0010,66,27
C0118,C0011,50,32
C0118,C0012,26,9
C0118,C0013,32,33
C0118,C0014,283,150
C0118,C0015,66,18
C0118,C0016,592,244
C0118,C0017,17,5
C0118,C0019,10,5
C0118,C0020,7,7
C0118,C0021,10,3
C0118,C0022,12,7
C0118,C0023,4,7
C0118,C0024,7,1
C0118,C0025,5,3
C0118,C0026,2,3
C0118,C0027,2,1
C0118,C0028,16,4
C0118,C0029,6,2
C0118,C0030,6,4
C0118,C0031,45,30
C0118,C0032,10,2
C0118,C0033,21,5
C0118,C0034,53,30
C0118,C0035,12,16
C0118,C0036,1,3
C0118,C0037,3,7
C0118,C0038,23,9
C0118,C0039,2,1
C0118,C0040,18,10
C0118,C0041,10,9
C0118,C0042,49,25
C0118,C0043,7,16
C0118,C0044,3,3
C0118,C0045,15,10
C0118,C0046,13,3
C0118,C0047,6,3
C0118,C0048,6,13
C0118,C0049,59,16
C0118,C0050,5,2
C0118,C0051,43,7
C0118,C0052,39,10
C0118,C0053,115,17
C0118,C0054,48,14
C0118,C0055,94,19
C0118,C0056,51,20
C0118,C0057,16,12
C0118,C0058,39,6
C0118,C0059,33,15
C0118,C0060,9,5
C0118,C0061,9,5
C0118,C0062,66,24
C0118,C0063,19,7
C0118,C0064,7,5
C0118,C0065,31,9
C0118,C0066,4,3
C0118,C0067,45,29
C0118,C0068,24,12
C0118,C0069,2,0
C0118,C0070,41,15
C0118,C0071,7,4
C0118,C0072,11,7
C0118,C0073,4,8
C0118,C0074,12,5
C0118,C0075,9,4
C0118,C0076,10,7
C0118,C0077,2,0
C0118,C0078,39,11
C0118,C0079,6,5
C0118,C0080,1,3
C0118,C0081,22,4
C0118,C0082,5,2
C0118,C0083,2,3
C0118,C0084,12,12
C0118,C0085,4,3
C0118,C0086,5,6
C0118,C0087,11,5
C0118,C0088,3,6
C0118,C0089,11,21
C0118,C0090,7,1
C0118,C0091,11,9
C0118,C0092,12,6
C0118,C0093,19,2
C0118,C0094,3,1
C0118,C0095,4,2
C0118,C0096,4,5
C0118,C0097,2,3
C0118,C0098,17,23
C0118,C0099,3,4
C0118,C0100,0,2
C0118,C0101,5,4
C0118,C0102,29,13
C0118,C0103,13,12
C0118,C0104,7,6
C0118,C0105,72,14
C0118,C0106,3,1
C0118,C0107,14,7
C0118,C0108,11,19
C0118,C0109,43,7
C0118,C0110,16,12
C0118,C0111,8,4
C0118,C0112,8,4
C0118,C0113,20,3
C0118,C0114,6,4
C0118,C0115,20,3
C0118,C0116,5,2
C0118,C0117,300,180
C0118,C0118,149,23
C0118,C0119,147,41
C0118,C0120,30,5
C0118,C0121,28,4
C0118,C0122,50,6
C0118,C0123,46,7
C0118,C0124,33,4
C0118,C0125,6,7
C0118,C0126,22,17
C0118,C0127,1,2
C0118,C0128,9,2
C0118,C0129,97,56
C0118,C0130,10,2
C0118,C0131,3,2
C0118,C0132,21,11
C0118,C0133,45,29
C0118,C0134,54,21
C0118,C0135,47,30
C0118,C0136,2,5
C0118,C0137,22,26
C0118,C0138,19,6
C0118,C0139,102,12
C0118,C0140,15,4
C0118,C0141,14,1
C0118,C0142,6,4
C0118,C0143,32,6
C0118,C0144,62,17
C0118,C0145,28,13
C0118,C0146,20,3
C0119,C0001,3723,1819
C0119,C0002,18,6
C0119,C0003,66,30
C0119,C0004,101,59
C0119,C0005,248,40
C0119,C0006,103,55
C0119,C0007,231,144
C0119,C0008,767,194
C0119,C0009,1275,820
C0119,C0010,90,42
C0119,C0011,63,63
C0119,C0012,23,9
C0119,C0013,52,33
C0119,C0014,289,142
C0119,C0015,105,40
C0119,C0016,704,249
C0119,C0017,18,6
C0119,C0019,27,6
C0119,C0020,10,6
C0119,C0021,12,5
C0119,C0022,17,13
C0119,C0023,7,13
C0119,C0024,2,2
C0119,C0025,0,5
C0119,C0026,6,8
C0119,C0027,8,3
C0119,C0028,9,3
C0119,C0029,17,6
C0119,C0030,7,4
C0119,C0031,49,24
C0119,C0032,11,7
C0119,C0033,23,12
C0119,C0034,58,27
C0119,C0035,11,9
C0119,C0036,7,1
C0119,C0037,6,16
C0119,C0038,18,6
C0119,C0039,2,8
C0119,C0040,27,12
C0119,C0041,10,22
C0119,C0042,85,44
C0119,C0043,2,3
C0119,C0044,6,2
C0119,C0045,41,14
C0119,C0046,12,3
C0119,C0047,11,4
C0119,C0048,12,11
C0119,C0049,104,16
C0119,C0050,9,3
C0119,C0051,55,19
C0119,C0052,28,6
C0119,C0053,124,17
C0119,C0054,82,12
C0119,C0055,86,24
C0119,C0056,69,20
C0119,C0057,34,7
C0119,C0058,46,9
C0119,C0059,34,17
C0119,C0060,11,2
C0119,C0061,10,11
C0119,C0062,70,24
C0119,C0063,13,3
C0119,C0064,8,7
C0119,C0065,72,23
C0119,C0066,1,0
C0119,C0067,1097,748
C0119,C0068,1093,743
C0119,C0069,2,1
C0119,C0070,19,9
C0119,C0071,1,2
C0119,C0072,14,5
C0119,C0073,12,10
C0119,C0074,18,7
C0119,C0075,11,4
C0119,C0076,15,8
C0119,C0077,1,0
C0119,C0078,45,24
C0119,C0079,18,7
C0119,C0080,2,9
C0119,C0081,31,6
C0119,C0082,6,3
C0119,C0083,11,11
C0119,C0084,4,18
C0119,C0085,4,6
C0119,C0086,8,13
C0119,C0087,22,8
C0119,C0088,12,2
C0119,C0089,13,16
C0119,C0090,5,7
C0119,C0091,3,6
C0119,C0092,1,7
C0119,C0093,11,3
C0119,C0094,2,0
C0119,C0095,6,2
C0119,C0096,2,4
C0119,C0097,7,2
C0119,C0098,30,15
C0119,C0099,12,6
C0119,C0100,3,4
C0119,C0101,10,8
C0119,C0102,19,7
C0119,C0103,10,8
C0119,C0104,22,5
C0119,C0105,42,8
C0119,C0106,5,4
C0119,C0107,14,5
C0119,C0108,28,26
C0119,C0109,34,4
C0119,C0110,35,20
C0119,C0111,55,19
C0119,C0112,3,3
C0119,C0113,13,3
C0119,C0114,6,3
C0119,C0115,20,7
C0119,C0116,9,6
C0119,C0117,345,177
C0119,C0118,152,34
C0119,C0119,209,38
C0119,C0120,56,7
C0119,C0121,26,14
C0119,C0122,75,4
C0119,C0123,58,12
C0119,C0124,18,4
C0119,C0125,16,3
C0119,C0126,1059,738
C0119,C0127,10,4
C0119,C0128,11,3
C0119,C0129,55,30
C0119,C0130,34,8
C0119,C0131,6,0
C0119,C0132,21,11
C0119,C0133,62,33
C0119,C0134,64,26
C0119,C0135,36,32
C0119,C0136,11,2
C0119,C0137,61,35
C0119,C0138,26,8
C0119,C0139,92,18
C0119,C0140,24,4
C0119,C0141,10,4
C0119,C0142,4,0
C0119,C0143,57,10
C0119,C0144,77,18
C0119,C0145,25,9
C0119,C0146,49,2
C0120,C0001,565,249
C0120,C0002,3,3
C0120,C0003,14,7
C0120,C0004,24,18
C0120,C0005,50,3
C0120,C0006,27,16
C0120,C0007,59,43
C0120,C0008,163,41
C0120,C0009,66,33
C0120,C0010,11,8
C0120,C0011,14,8
C0120,C0012,5,3
C0120,C0013,15,6
C0120,C0014,68,28
C0120,C0015,31,5
C0120,C0016,104,57
C0120,C0017,3,3
C0120,C0019,7,3
C0120,C0020,0,2
C0120,C0021,4,0
C0120,C0022,4,2
C0120,C0023,1,2
C0120,C0025,0,1
C0120,C0026,1,2
C0120,C0027,1,2
C0120,C0028,4,0
C0120,C0029,2,1
C0120,C0030,3,1
C0120,C0031,12,10
C0120,C0032,4,0
C0120,C0033,5,3
C0120,C0034,15,11
C0120,C0035,3,2
C0120,C0036,1,0
C0120,C0037,3,5
C0120,C0038,4,1
C0120,C0039,5,0
C0120,C0040,9,11
C0120,C0041,12,4
C0120,C0042,12,9
C0120,C0043,0,1
C0120,C0044,1,0
C0120,C0045,9,5
C0120,C0046,4,1
C0120,C0048,0,6
C0120,C0049,17,3
C0120,C0051,14,2
C0120,C0052,5,5
C0120,C0053,28,2
C0120,C0054,16,5
C0120,C0055,26,1
C0120,C0056,16,4
C0120,C0057,4,2
C0120,C0058,9,2
C0120,C0059,6,5
C0120,C0060,2,0
C0120,C0061,2,0
C0120,C0062,21,8
C0120,C0063,1,2
C0120,C0064,1,1
C0120,C0065,12,5
C0120,C0067,20,11
C0120,C0068,6,0
C0120,C0069,3,1
C0120,C0070,15,7
C0120,C0071,5,2
C0120,C0072,3,5
C0120,C0073,2,2
C0120,C0074,1,0
C0120,C0075,0,1
C0120,C0076,7,5
C0120,C0078,0,1
C0120,C0079,4,1
C0120,C0080,0,2
C0120,C0081,4,0
C0120,C0082,1,0
C0120,C0084,2,2
C0120,C0085,4,1
C0120,C0086,3,3
C0120,C0087,3,1
C0120,C0088,1,0
C0120,C0089,5,3
C0120,C0090,6,2
C0120,C0091,3,5
C0120,C0092,6,1
C0120,C0093,4,0
C0120,C0094,1,1
C0120,C0095,2,2
C0120,C0096,5,0
C0120,C0097,1,0
C0120,C0098,4,2
C0120,C0100,1,0
C0120,C0101,2,0
C0120,C0102,7,4
C0120,C0103,9,6
C0120,C0104,2,1
C0120,C0105,8,0
C0120,C0107,6,3
C0120,C0108,2,1
C0120,C0109,8,0
C0120,C0110,1,2
C0120,C0111,4,0
C0120,C0112,3,0
C0120,C0113,0,1
C0120,C0114,1,2
C0120,C0115,15,1
C0120,C0116,8,1
C0120,C0117,50,42
C0120,C0118,28,5
C0120,C0119,26,11
C0120,C0120,5,1
C0120,C0121,11,2
C0120,C0122,13,0
C0120,C0123,13,0
C0120,C0124,8,1
C0120,C0125,6,2
C0120,C0126,11,5
C0120,C0127,0,1
C0120,C0128,1,2
C0120,C0129,8,4
C0120,C0130,2,0
C0120,C0131,3,1
C0120,C0132,5,2
C0120,C0133,8,11
C0120,C0134,8,6
C0120,C0135,11,12
C0120,C0136,0,1
C0120,C0137,6,6
C0120,C0138,12,0
C0120,C0139,12,3
C0120,C0140,2,2
C0120,C0141,2,0
C0120,C0142,2,0
C0120,C0143,8,3
C0120,C0144,12,6
C0120,C0145,5,1
C0120,C0146,0,2
C0121,C0001,623,302
C0121,C0002,0,3
C0121,C0003,16,8
C0121,C0004,29,16
C0121,C0005,44,5
C0121,C0006,20,7
C0121,C0007,78,47
C0121,C0008,147,40
C0121,C0009,73,22
C0121,C0010,7,3
C0121,C0011,23,13
C0121,C0012,7,0
C0121,C0013,8,7
C0121,C0014,70,40
C0121,C0015,10,5
C0121,C0016,189,107
C0121,C0017,0,3
C0121,C0019,5,2
C0121,C0020,6,2
C0121,C0021,1,1
C0121,C0022,4,3
C0121,C0023,0,3
C0121,C0025,2,2
C0121,C0026,0,2
C0121,C0027,1,1
C0121,C0028,2,0
C0121,C0029,2,0
C0121,C0030,9,0
C0121,C0031,13,9
C0121,C0032,4,1
C0121,C0033,6,1
C0121,C0034,6,2
C0121,C0035,3,3
C0121,C0036,1,0
C0121,C0037,2,5
C0121,C0038,15,7
C0121,C0039,1,0
C0121,C0040,3,1
C0121,C0041,0,3
C0121,C0042,40,22
C0121,C0043,2,3
C0121,C0044,0,1
C0121,C0045,6,3
C0121,C0046,3,1
C0121,C0047,2,1
C0121,C0048,6,4
C0121,C0049,30,3
C0121,C0051,5,2
C0121,C0052,4,3
C0121,C0053,13,4
C0121,C0054,11,6
C0121,C0055,26,3
C0121,C0056,14,8
C0121,C0057,5,0
C0121,C0058,10,2
C0121,C0059,10,3
C0121,C0061,1,1
C0121,C0062,22,4
C0121,C0063,3,3
C0121,C0065,16,2
C0121,C0067,29,10
C0121,C0068,23,6
C0121,C0070,8,3
C0121,C0071,2,0
C0121,C0072,3,1
C0121,C0073,0,1
C0121,C0074,6,0
C0121,C0075,1,1
C0121,C0076,0,1
C0121,C0078,6,1
C0121,C0080,3,2
C0121,C0081,4,1
C0121,C0082,2,0
C0121,C0083,1,2
C0121,C0084,2,3
C0121,C0085,4,5
C0121,C0086,7,0
C0121,C0087,4,2
C0121,C0089,3,3
C0121,C0090,1,2
C0121,C0091,0,4
C0121,C0092,4,1
C0121,C0095,0,1
C0121,C0096,2,0
C0121,C0097,0,1
C0121,C0098,11,5
C0121,C0099,0,2
C0121,C0100,0,2
C0121,C0101,1,1
C0121,C0102,14,5
C0121,C0103,7,1
C0121,C0104,4,2
C0121,C0105,8,4
C0121,C0107,5,3
C0121,C0108,2,5
C0121,C0109,11,2
C0121,C0110,1,1
C0121,C0111,2,0
C0121,C0112,2,0
C0121,C0113,4,1
C0121,C0114,0,3
C0121,C0115,1,1
C0121,C0116,1,0
C0121,C0117,67,50
C0121,C0118,87,34
C0121,C0119,35,23
C0121,C0120,13,0
C0121,C0121,4,2
C0121,C0122,6,2
C0121,C0123,19,1
C0121,C0124,1,0
C0121,C0125,3,1
C0121,C0126,23,7
C0121,C0127,2,2
C0121,C0128,1,0
C0121,C0129,4,6
C0121,C0130,2,4
C0121,C0131,1,1
C0121,C0132,19,9
C0121,C0133,2,6
C0121,C0134,15,8
C0121,C0135,13,7
C0121,C0137,11,9
C0121,C0138,4,13
C0121,C0139,68,15
C0121,C0140,15,6
C0121,C0142,3,0
C0121,C0143,6,10
C0121,C0144,21,13
C0121,C0145,3,1
C0121,C0146,2,0
C0122,C0001,673,339
C0122,C0002,4,1
C0122,C0003,8,7
C0122,C0004,20,16
C0122,C0005,85,11
C0122,C0006,17,16
C0122,C0007,64,58
C0122,C0008,250,54
C0122,C0009,42,21
C0122,C0010,17,11
C0122,C0011,15,13
C0122,C0012,7,1
C0122,C0013,17,9
C0122,C0014,71,36
C0122,C0015,13,5
C0122,C0016,164,102
C0122,C0017,4,1
C0122,C0019,4,1
C0122,C0020,2,3
C0122,C0021,1,1
C0122,C0022,1,2
C0122,C0023,1,3
C0122,C0024,1,3
C0122,C0025,0,2
C0122,C0026,1,0
C0122,C0028,5,1
C0122,C0029,0,1
C0122,C0030,4,2
C0122,C0031,9,5
C0122,C0032,1,2
C0122,C0033,5,3
C0122,C0034,4,4
C0122,C0035,5,5
C0122,C0036,2,3
C0122,C0037,3,8
C0122,C0038,8,5
C0122,C0039,4,2
C0122,C0040,6,4
C0122,C0041,6,9
C0122,C0042,17,13
C0122,C0043,0,3
C0122,C0044,4,3
C0122,C0045,3,1
C0122,C0046,5,1
C0122,C0047,5,1
C0122,C0048,3,8
C0122,C0049,26,7
C0122,C0050,7,5
C0122,C0051,29,1
C0122,C0052,15,3
C0122,C0053,59,3
C0122,C0054,10,4
C0122,C0055,21,3
C0122,C0056,14,3
C0122,C0057,4,4
C0122,C0058,6,1
C0122,C0059,25,4
C0122,C0060,2,2
C0122,C0061,3,5
C0122,C0062,26,6
C0122,C0063,5,4
C0122,C0064,2,0
C0122,C0065,5,2
C0122,C0067,18,7
C0122,C0068,7,2
C0122,C0070,7,2
C0122,C0071,1,0
C0122,C0072,1,0
C0122,C0073,1,5
C0122,C0074,3,3
C0122,C0075,3,2
C0122,C0076,0,4
C0122,C0077,1,0
C0122,C0078,4,1
C0122,C0079,9,4
C0122,C0080,0,3
C0122,C0081,5,2
C0122,C0082,2,0
C0122,C0083,0,1
C0122,C0084,5,5
C0122,C0085,2,0
C0122,C0086,1,2
C0122,C0087,5,1
C0122,C0088,1,0
C0122,C0089,6,8
C0122,C0090,5,0
C0122,C0091,0,4
C0122,C0093,0,2
C0122,C0094,1,1
C0122,C0096,0,3
C0122,C0097,3,2
C0122,C0098,4,3
C0122,C0099,2,3
C0122,C0100,2,0
C0122,C0101,1,0
C0122,C0102,10,1
C0122,C0103,2,5
C0122,C0105,26,4
C0122,C0107,0,1
C0122,C0108,3,4
C0122,C0109,15,1
C0122,C0110,3,3
C0122,C0112,2,4
C0122,C0113,5,0
C0122,C0114,1,2
C0122,C0115,3,0
C0122,C0116,2,0
C0122,C0117,92,80
C0122,C0118,34,8
C0122,C0119,38,16
C0122,C0120,12,7
C0122,C0121,21,0
C0122,C0122,38,2
C0122,C0123,9,0
C0122,C0124,3,0
C0122,C0125,5,1
C0122,C0126,9,4
C0122,C0127,0,1
C0122,C0128,2,1
C0122,C0129,4,9
C0122,C0130,13,6
C0122,C0131,1,1
C0122,C0132,9,4
C0122,C0133,19,19
C0122,C0134,7,10
C0122,C0135,21,22
C0122,C0136,9,3
C0122,C0137,9,6
C0122,C0138,9,2
C0122,C0139,20,6
C0122,C0140,5,0
C0122,C0142,1,0
C0122,C0143,10,8
C0122,C0144,16,5
C0122,C0145,0,3
C0122,C0146,11,0
C0123,C0001,544,243
C0123,C0002,4,1
C0123,C0003,10,5
C0123,C0004,21,8
C0123,C0005,92,11
C0123,C0006,13,6
C0123,C0007,32,23
C0123,C0008,183,51
C0123,C0009,58,16
C0123,C0010,16,6
C0123,C0011,12,5
C0123,C0012,3,0
C0123,C0013,16,8
C0123,C0014,72,34
C0123,C0015,10,3
C0123,C0016,136,86
C0123,C0017,4,1
C0123,C0019,4,1
C0123,C0020,3,1
C0123,C0021,1,0
C0123,C0022,2,3
C0123,C0023,0,1
C0123,C0024,0,1
C0123,C0025,1,0
C0123,C0027,1,0
C0123,C0028,5,1
C0123,C0029,3,3
C0123,C0030,3,0
C0123,C0031,8,2
C0123,C0032,6,0
C0123,C0033,3,2
C0123,C0034,3,2
C0123,C0035,1,1
C0123,C0036,0,1
C0123,C0037,0,2
C0123,C0038,1,0
C0123,C0039,9,2
C0123,C0040,5,2
C0123,C0042,12,6
C0123,C0043,1,1
C0123,C0045,4,1
C0123,C0046,0,1
C0123,C0047,0,1
C0123,C0048,0,7
C0123,C0049,15,7
C0123,C0050,1,0
C0123,C0051,11,3
C0123,C0052,8,3
C0123,C0053,25,7
C0123,C0054,11,2
C0123,C0055,59,4
C0123,C0056,6,1
C0123,C0057,0,2
C0123,C0058,10,3
C0123,C0059,10,9
C0123,C0060,0,2
C0123,C0061,6,1
C0123,C0062,15,6
C0123,C0063,2,0
C0123,C0064,6,1
C0123,C0065,21,6
C0123,C0066,1,1
C0123,C0067,10,4
C0123,C0068,10,3
C0123,C0069,1,0
C0123,C0070,5,0
C0123,C0071,1,0
C0123,C0072,2,0
C0123,C0073,4,3
C0123,C0074,3,0
C0123,C0075,0,1
C0123,C0076,4,4
C0123,C0077,1,0
C0123,C0078,7,1
C0123,C0079,4,0
C0123,C0080,0,1
C0123,C0081,5,0
C0123,C0082,1,0
C0123,C0083,6,0
C0123,C0084,0,3
C0123,C0086,6,1
C0123,C0087,1,1
C0123,C0088,2,2
C0123,C0089,13,5
C0123,C0091,1,3
C0123,C0092,1,1
C0123,C0093,1,1
C0123,C0096,1,2
C0123,C0098,8,7
C0123,C0099,1,0
C0123,C0100,2,0
C0123,C0101,2,2
C0123,C0102,4,0
C0123,C0103,4,1
C0123,C0104,2,1
C0123,C0105,21,1
C0123,C0106,2,2
C0123,C0107,0,1
C0123,C0108,4,5
C0123,C0109,19,4
C0123,C0110,0,3
C0123,C0111,1,2
C0123,C0114,1,0
C0123,C0115,8,1
C0123,C0117,69,62
C0123,C0118,12,5
C0123,C0119,55,19
C0123,C0120,9,3
C0123,C0121,8,2
C0123,C0122,16,2
C0123,C0123,49,2
C0123,C0124,8,3
C0123,C0125,4,1
C0123,C0126,1,1
C0123,C0127,2,0
C0123,C0128,2,1
C0123,C0129,8,19
C0123,C0130,9,6
C0123,C0131,1,0
C0123,C0132,5,6
C0123,C0133,12,16
C0123,C0134,8,4
C0123,C0135,9,6
C0123,C0136,3,1
C0123,C0137,14,5
C0123,C0138,1,2
C0123,C0139,11,1
C0123,C0140,1,2
C0123,C0142,2,1
C0123,C0143,11,2
C0123,C0144,36,14
C0123,C0146,7,2
C0124,C0001,255,97
C0124,C0002,2,0
C0124,C0003,9,2
C0124,C0004,14,6
C0124,C0005,17,5
C0124,C0006,6,4
C0124,C0007,27,11
C0124,C0008,85,22
C0124,C0009,21,3
C0124,C0010,1,1
C0124,C0011,5,3
C0124,C0012,2,0
C0124,C0013,9,8
C0124,C0014,31,20
C0124,C0015,4,0
C0124,C0016,48,20
C0124,C0017,2,0
C0124,C0019,2,2
C0124,C0020,2,0
C0124,C0021,4,0
C0124,C0022,1,0
C0124,C0023,1,1
C0124,C0025,1,0
C0124,C0026,0,1
C0124,C0027,1,1
C0124,C0028,0,1
C0124,C0029,3,0
C0124,C0031,8,3
C0124,C0032,2,0
C0124,C0033,1,1
C0124,C0034,3,2
C0124,C0035,0,1
C0124,C0037,0,1
C0124,C0038,2,0
C0124,C0039,5,2
C0124,C0041,3,1
C0124,C0042,6,3
C0124,C0043,1,1
C0124,C0045,5,0
C0124,C0046,5,2
C0124,C0048,0,2
C0124,C0049,15,3
C0124,C0051,8,3
C0124,C0052,6,1
C0124,C0053,13,0
C0124,C0054,11,3
C0124,C0055,4,3
C0124,C0056,10,2
C0124,C0057,4,1
C0124,C0058,2,0
C0124,C0059,3,1
C0124,C0060,2,0
C0124,C0062,8,4
C0124,C0063,0,1
C0124,C0065,2,2
C0124,C0067,10,1
C0124,C0068,4,0
C0124,C0070,2,0
C0124,C0073,3,0
C0124,C0074,3,0
C0124,C0079,1,1
C0124,C0081,3,0
C0124,C0084,2,3
C0124,C0087,1,0
C0124,C0089,5,5
C0124,C0090,3,3
C0124,C0091,0,2
C0124,C0092,0,1
C0124,C0093,1,0
C0124,C0094,0,1
C0124,C0096,0,1
C0124,C0097,1,1
C0124,C0098,1,1
C0124,C0099,0,1
C0124,C0100,3,2
C0124,C0102,1,0
C0124,C0103,2,1
C0124,C0104,3,0
C0124,C0105,3,3
C0124,C0107,2,2
C0124,C0108,2,2
C0124,C0109,10,1
C0124,C0110,2,1
C0124,C0111,3,0
C0124,C0114,1,0
C0124,C0117,17,13
C0124,C0118,15,2
C0124,C0119,16,5
C0124,C0120,4,0
C0124,C0121,6,2
C0124,C0122,3,0
C0124,C0123,1,2
C0124,C0124,2,0
C0124,C0125,1,0
C0124,C0126,3,0
C0124,C0127,2,1
C0124,C0128,4,0
C0124,C0129,5,3
C0124,C0130,2,0
C0124,C0131,1,0
C0124,C0132,2,1
C0124,C0133,1,0
C0124,C0134,0,1
C0124,C0135,5,8
C0124,C0137,1,0
C0124,C0138,1,0
C0124,C0139,10,2
C0124,C0140,1,0
C0124,C0141,3,0
C0124,C0142,1,1
C0124,C0143,5,1
C0124,C0144,9,2
C0124,C0145,0,1
C0124,C0146,5,0
C0125,C0001,234,115
C0125,C0002,1,0
C0125,C0003,4,7
C0125,C0004,6,3
C0125,C0005,35,5
C0125,C0006,12,2
C0125,C0007,20,8
C0125,C0008,74,16
C0125,C0009,28,13
C0125,C0010,2,8
C0125,C0011,6,6
C0125,C0012,2,3
C0125,C0013,1,2
C0125,C0014,35,16
C0125,C0015,8,4
C0125,C0016,51,33
C0125,C0017,1,0
C0125,C0020,4,5
C0125,C0021,0,2
C0125,C0024,0,1
C0125,C0027,1,0
C0125,C0028,0,1
C0125,C0029,1,0
C0125,C0031,4,1
C0125,C0033,7,1
C0125,C0034,3,2
C0125,C0035,3,0
C0125,C0038,0,2
C0125,C0039,1,1
C0125,C0041,1,0
C0125,C0042,8,3
C0125,C0044,1,0
C0125,C0045,4,0
C0125,C0046,3,1
C0125,C0047,2,0
C0125,C0048,0,1
C0125,C0049,9,2
C0125,C0051,1,1
C0125,C0052,4,0
C0125,C0053,16,0
C0125,C0054,1,1
C0125,C0055,12,0
C0125,C0056,6,1
C0125,C0057,2,2
C0125,C0058,11,1
C0125,C0061,6,1
C0125,C0062,3,5
C0125,C0063,3,2
C0125,C0064,1,0
C0125,C0065,5,2
C0125,C0067,7,2
C0125,C0068,1,1
C0125,C0070,9,5
C0125,C0072,0,2
C0125,C0073,5,2
C0125,C0074,1,0
C0125,C0075,0,1
C0125,C0078,2,5
C0125,C0079,0,2
C0125,C0080,0,2
C0125,C0081,2,0
C0125,C0082,0,1
C0125,C0083,0,1
C0125,C0084,2,0
C0125,C0085,2,1
C0125,C0086,0,1
C0125,C0087,1,0
C0125,C0089,0,2
C0125,C0093,3,1
C0125,C0096,3,0
C0125,C0097,5,2
C0125,C0098,7,3
C0125,C0102,1,0
C0125,C0103,3,3
C0125,C0104,2,0
C0125,C0105,5,1
C0125,C0107,1,0
C0125,C0108,2,5
C0125,C0109,3,1
C0125,C0110,2,0
C0125,C0111,2,0
C0125,C0112,2,2
C0125,C0114,1,1
C0125,C0115,4,1
C0125,C0116,0,1
C0125,C0117,34,24
C0125,C0118,9,5
C0125,C0119,8,4
C0125,C0120,4,1
C0125,C0121,1,1
C0125,C0122,11,0
C0125,C0123,9,0
C0125,C0124,8,1
C0125,C0125,4,0
C0125,C0126,1,2
C0125,C0129,5,4
C0125,C0130,1,1
C0125,C0131,1,1
C0125,C0132,3,2
C0125,C0133,9,7
C0125,C0134,1,3
C0125,C0135,9,3
C0125,C0137,5,3
C0125,C0138,1,1
C0125,C0139,6,3
C0125,C0140,2,1
C0125,C0143,1,1
C0125,C0144,4,3
C0125,C0146,3,0
C0126,C0001,657,260
C0126,C0002,9,2
C0126,C0003,8,4
C0126,C0004,49,17
C0126,C0005,52,9
C0126,C0006,45,27
C0126,C0007,64,31
C0126,C0008,165,37
C0126,C0009,65,15
C0126,C0010,20,6
C0126,C0011,18,11
C0126,C0012,5,0
C0126,C0013,16,6
C0126,C0014,59,30
C0126,C0015,30,9
C0126,C0016,149,73
C0126,C0017,9,2
C0126,C0019,2,1
C0126,C0020,0,1
C0126,C0021,3,0
C0126,C0022,3,2
C0126,C0023,2,1
C0126,C0026,4,3
C0126,C0027,4,2
C0126,C0028,6,1
C0126,C0029,5,4
C0126,C0030,3,0
C0126,C0031,26,6
C0126,C0032,2,2
C0126,C0033,12,2
C0126,C0034,25,17
C0126,C0035,3,7
C0126,C0036,3,0
C0126,C0037,4,6
C0126,C0038,0,1
C0126,C0039,6,3
C0126,C0040,5,4
C0126,C0041,9,3
C0126,C0042,21,5
C0126,C0043,0,2
C0126,C0044,5,0
C0126,C0045,9,4
C0126,C0046,2,2
C0126,C0048,4,2
C0126,C0049,13,1
C0126,C0051,12,3
C0126,C0052,1,1
C0126,C0053,29,4
C0126,C0054,13,2
C0126,C0055,29,5
C0126,C0056,21,4
C0126,C0057,6,2
C0126,C0058,5,2
C0126,C0059,9,7
C0126,C0060,6,0
C0126,C0061,5,1
C0126,C0062,17,4
C0126,C0064,4,1
C0126,C0065,5,3
C0126,C0067,18,4
C0126,C0068,3,2
C0126,C0070,22,3
C0126,C0072,2,2
C0126,C0073,9,0
C0126,C0074,6,1
C0126,C0075,3,3
C0126,C0076,8,1
C0126,C0078,8,2
C0126,C0079,1,0
C0126,C0080,1,4
C0126,C0081,10,0
C0126,C0082,1,0
C0126,C0083,0,2
C0126,C0084,2,0
C0126,C0085,1,2
C0126,C0086,3,3
C0126,C0087,5,0
C0126,C0088,1,0
C0126,C0089,10,6
C0126,C0091,0,1
C0126,C0093,4,1
C0126,C0096,8,4
C0126,C0097,3,3
C0126,C0098,5,1
C0126,C0099,1,0
